UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L1002;P1002;P1003;FEX_MUJER
183;2;1;2021;1;0;1;6;6; ;945
183;11;1;2021;1;0;1;1;6; ;504
183;11;1;2021;1;0;1;2;6; ;504
183;11;1;2021;1;0;1;3;6; ;504
183;11;1;2021;1;0;1;4;6; ;504
183;11;1;2021;1;0;1;5;6; ;504
183;11;1;2021;1;0;1;6;6; ;504
183;17;1;2021;1;0;1;1;6; ;1113
183;17;1;2021;1;0;1;2;6; ;1113
183;17;1;2021;1;0;1;3;6; ;1113
183;17;1;2021;1;0;1;4;6; ;1113
183;17;1;2021;1;0;1;5;6; ;1113
183;17;1;2021;1;0;1;6;6; ;1113
183;46;1;2021;1;0;1;1;6; ;633
183;46;1;2021;1;0;1;2;6; ;633
183;46;1;2021;1;0;1;3;6; ;633
183;46;1;2021;1;0;1;4;6; ;633
183;46;1;2021;1;0;1;5;6; ;633
183;46;1;2021;1;0;1;6;6; ;633
183;47;1;2021;1;0;1;1;6; ;445
183;47;1;2021;1;0;1;2;6; ;445
183;47;1;2021;1;0;1;3;6; ;445
183;47;1;2021;1;0;1;4;6; ;445
183;47;1;2021;1;0;1;5;6; ;445
183;47;1;2021;1;0;1;6;6; ;445
183;48;1;2021;1;0;1;1;1;1;316
183;48;1;2021;1;0;1;2;1;1;316
183;48;1;2021;1;0;1;3;6; ;316
183;48;1;2021;1;0;1;4;6; ;316
183;48;1;2021;1;0;1;5;6; ;316
183;48;1;2021;1;0;1;6;6; ;316
222;2;1;2021;1;0;1;1;6; ;260
222;2;1;2021;1;0;1;2;1;1;260
222;2;1;2021;1;0;1;3;6; ;260
222;2;1;2021;1;0;1;4;6; ;260
222;2;1;2021;1;0;1;5;6; ;260
222;2;1;2021;1;0;1;6;6; ;260
222;3;1;2021;1;0;1;1;6; ;193
222;3;1;2021;1;0;1;2;6; ;193
222;3;1;2021;1;0;1;3;6; ;193
222;3;1;2021;1;0;1;4;6; ;193
222;3;1;2021;1;0;1;5;6; ;193
222;3;1;2021;1;0;1;6;6; ;193
222;8;1;2021;1;0;1;1;6; ;330
222;8;1;2021;1;0;1;2;1;6;330
222;8;1;2021;1;0;1;3;6; ;330
222;8;1;2021;1;0;1;4;6; ;330
222;8;1;2021;1;0;1;5;6; ;330
222;8;1;2021;1;0;1;6;6; ;330
222;12;1;2021;1;0;1;1;6; ;260
222;12;1;2021;1;0;1;2;6; ;260
222;12;1;2021;1;0;1;3;6; ;260
222;12;1;2021;1;0;1;4;6; ;260
222;12;1;2021;1;0;1;5;6; ;260
222;12;1;2021;1;0;1;6;6; ;260
222;19;1;2021;1;0;1;1;6; ;232
222;19;1;2021;1;0;1;2;6; ;232
222;19;1;2021;1;0;1;3;6; ;232
222;19;1;2021;1;0;1;4;6; ;232
222;19;1;2021;1;0;1;5;6; ;232
222;19;1;2021;1;0;1;6;6; ;232
222;36;1;2021;1;0;1;1;6; ;464
222;36;1;2021;1;0;1;2;1;1;464
222;36;1;2021;1;0;1;3;6; ;464
222;36;1;2021;1;0;1;4;6; ;464
222;36;1;2021;1;0;1;5;6; ;464
222;36;1;2021;1;0;1;6;6; ;464
274;8;1;2021;1;0;1;1;6; ;3622
274;8;1;2021;1;0;1;2;6; ;3622
274;8;1;2021;1;0;1;3;6; ;3622
274;8;1;2021;1;0;1;4;6; ;3622
274;8;1;2021;1;0;1;5;6; ;3622
274;8;1;2021;1;0;1;6;6; ;3622
274;23;1;2021;1;0;1;1;6; ;751
274;23;1;2021;1;0;1;2;6; ;751
274;23;1;2021;1;0;1;3;6; ;751
274;23;1;2021;1;0;1;4;6; ;751
274;23;1;2021;1;0;1;5;6; ;751
274;23;1;2021;1;0;1;6;6; ;751
327;6;1;2021;1;0;1;1;6; ;673
327;6;1;2021;1;0;1;2;1;1;673
327;6;1;2021;1;0;1;3;6; ;673
327;6;1;2021;1;0;1;4;6; ;673
327;6;1;2021;1;0;1;5;6; ;673
327;6;1;2021;1;0;1;6;1;1;673
327;13;1;2021;1;0;1;1;1;1;505
327;13;1;2021;1;0;1;2;6; ;505
327;13;1;2021;1;0;1;3;1;1;505
327;13;1;2021;1;0;1;4;1;1;505
327;13;1;2021;1;0;1;5;6; ;505
327;13;1;2021;1;0;1;6;6; ;505
327;54;1;2021;1;0;1;1;6; ;673
327;54;1;2021;1;0;1;2;1;1;673
327;54;1;2021;1;0;1;3;6; ;673
327;54;1;2021;1;0;1;4;6; ;673
327;54;1;2021;1;0;1;5;6; ;673
327;54;1;2021;1;0;1;6;1;1;673
327;70;1;2021;1;0;1;1;1;1;575
327;70;1;2021;1;0;1;2;1;1;575
327;70;1;2021;1;0;1;3;6; ;575
327;70;1;2021;1;0;1;4;6; ;575
327;70;1;2021;1;0;1;5;6; ;575
327;70;1;2021;1;0;1;6;1;1;575
327;83;1;2021;1;0;1;1;6; ;477
327;83;1;2021;1;0;1;2;6; ;477
327;83;1;2021;1;0;1;3;6; ;477
327;83;1;2021;1;0;1;4;6; ;477
327;83;1;2021;1;0;1;5;6; ;477
327;83;1;2021;1;0;1;6;6; ;477
327;89;1;2021;1;0;1;1;6; ;597
327;89;1;2021;1;0;1;2;6; ;597
327;89;1;2021;1;0;1;3;6; ;597
327;89;1;2021;1;0;1;4;6; ;597
327;89;1;2021;1;0;1;5;6; ;597
327;89;1;2021;1;0;1;6;6; ;597
327;95;1;2021;1;0;1;1;6; ;622
327;95;1;2021;1;0;1;2;6; ;622
327;95;1;2021;1;0;1;3;6; ;622
327;95;1;2021;1;0;1;4;6; ;622
327;95;1;2021;1;0;1;5;6; ;622
327;95;1;2021;1;0;1;6;6; ;622
327;100;1;2021;1;0;1;1;6; ;644
327;100;1;2021;1;0;1;2;6; ;644
327;100;1;2021;1;0;1;3;6; ;644
327;100;1;2021;1;0;1;4;6; ;644
327;100;1;2021;1;0;1;5;6; ;644
327;100;1;2021;1;0;1;6;6; ;644
486;15;1;2021;1;0;1;1;6; ;1611
486;15;1;2021;1;0;1;2;6; ;1611
486;15;1;2021;1;0;1;3;6; ;1611
486;15;1;2021;1;0;1;4;6; ;1611
486;15;1;2021;1;0;1;5;6; ;1611
486;15;1;2021;1;0;1;6;1;6;1611
486;22;1;2021;1;0;1;1;1;1;4305
486;22;1;2021;1;0;1;2;6; ;4305
486;22;1;2021;1;0;1;3;6; ;4305
486;22;1;2021;1;0;1;4;6; ;4305
486;22;1;2021;1;0;1;5;6; ;4305
486;22;1;2021;1;0;1;6;1;1;4305
621;38;1;2021;1;0;1;1;6; ;446
621;38;1;2021;1;0;1;2;6; ;446
621;38;1;2021;1;0;1;3;6; ;446
621;38;1;2021;1;0;1;4;6; ;446
621;38;1;2021;1;0;1;5;6; ;446
621;38;1;2021;1;0;1;6;6; ;446
622;12;1;2021;1;0;1;1;6; ;275
622;12;1;2021;1;0;1;2;1;6;275
622;12;1;2021;1;0;1;3;6; ;275
622;12;1;2021;1;0;1;4;6; ;275
622;12;1;2021;1;0;1;5;6; ;275
622;12;1;2021;1;0;1;6;1;6;275
622;23;1;2021;1;0;1;1;6; ;543
622;23;1;2021;1;0;1;2;6; ;543
622;23;1;2021;1;0;1;3;6; ;543
622;23;1;2021;1;0;1;4;6; ;543
622;23;1;2021;1;0;1;5;6; ;543
622;23;1;2021;1;0;1;6;6; ;543
622;37;1;2021;1;0;1;1;6; ;1008
622;37;1;2021;1;0;1;2;6; ;1008
622;37;1;2021;1;0;1;3;6; ;1008
622;37;1;2021;1;0;1;4;6; ;1008
622;37;1;2021;1;0;1;5;6; ;1008
622;37;1;2021;1;0;1;6;6; ;1008
805;11;1;2021;1;0;1;1;6; ;548
805;11;1;2021;1;0;1;2;6; ;548
805;11;1;2021;1;0;1;3;6; ;548
805;11;1;2021;1;0;1;4;6; ;548
805;11;1;2021;1;0;1;5;6; ;548
805;11;1;2021;1;0;1;6;6; ;548
805;28;1;2021;1;0;1;1;6; ;773
805;28;1;2021;1;0;1;2;6; ;773
805;28;1;2021;1;0;1;3;6; ;773
805;28;1;2021;1;0;1;4;6; ;773
805;28;1;2021;1;0;1;5;6; ;773
805;28;1;2021;1;0;1;6;6; ;773
805;36;1;2021;1;0;1;1;6; ;548
805;36;1;2021;1;0;1;2;6; ;548
805;36;1;2021;1;0;1;3;6; ;548
805;36;1;2021;1;0;1;4;6; ;548
805;36;1;2021;1;0;1;5;6; ;548
805;36;1;2021;1;0;1;6;6; ;548
853;3;1;2021;1;0;1;1;6; ;320
853;3;1;2021;1;0;1;2;6; ;320
853;3;1;2021;1;0;1;3;6; ;320
853;3;1;2021;1;0;1;4;6; ;320
853;3;1;2021;1;0;1;5;6; ;320
853;3;1;2021;1;0;1;6;6; ;320
853;28;1;2021;1;0;1;1;6; ;548
853;28;1;2021;1;0;1;2;6; ;548
853;28;1;2021;1;0;1;3;6; ;548
853;28;1;2021;1;0;1;4;6; ;548
853;28;1;2021;1;0;1;5;6; ;548
853;28;1;2021;1;0;1;6;6; ;548
853;38;1;2021;1;0;1;1;6; ;274
853;38;1;2021;1;0;1;2;6; ;274
853;38;1;2021;1;0;1;3;6; ;274
853;38;1;2021;1;0;1;4;6; ;274
853;38;1;2021;1;0;1;5;6; ;274
853;38;1;2021;1;0;1;6;6; ;274
853;70;1;2021;1;0;1;1;1;1;274
853;70;1;2021;1;0;1;2;1;1;274
853;70;1;2021;1;0;1;3;6; ;274
853;70;1;2021;1;0;1;4;6; ;274
853;70;1;2021;1;0;1;5;6; ;274
853;70;1;2021;1;0;1;6;1;1;274
885;8;1;2021;1;0;1;1;1;6;22178
885;8;1;2021;1;0;1;2;1;6;22178
885;8;1;2021;1;0;1;3;1;6;22178
885;8;1;2021;1;0;1;4;1;6;22178
885;8;1;2021;1;0;1;5;6; ;22178
885;8;1;2021;1;0;1;6;1;6;22178
895;16;1;2021;1;0;1;1;6; ;1847
895;16;1;2021;1;0;1;2;6; ;1847
895;16;1;2021;1;0;1;3;6; ;1847
895;16;1;2021;1;0;1;4;6; ;1847
895;16;1;2021;1;0;1;5;6; ;1847
895;16;1;2021;1;0;1;6;6; ;1847
895;22;1;2021;1;0;1;1;6; ;1123
895;22;1;2021;1;0;1;2;6; ;1123
895;22;1;2021;1;0;1;3;6; ;1123
895;22;1;2021;1;0;1;4;6; ;1123
895;22;1;2021;1;0;1;5;6; ;1123
895;22;1;2021;1;0;1;6;6; ;1123
901;10;1;2021;1;0;1;1;6; ;401
901;10;1;2021;1;0;1;2;6; ;401
901;10;1;2021;1;0;1;3;6; ;401
901;10;1;2021;1;0;1;4;6; ;401
901;10;1;2021;1;0;1;5;6; ;401
901;10;1;2021;1;0;1;6;6; ;401
901;11;1;2021;1;0;1;1;6; ;286
901;11;1;2021;1;0;1;2;6; ;286
901;11;1;2021;1;0;1;3;6; ;286
901;11;1;2021;1;0;1;4;6; ;286
901;11;1;2021;1;0;1;5;6; ;286
901;11;1;2021;1;0;1;6;6; ;286
901;29;1;2021;1;0;1;1;1;1;1004
901;29;1;2021;1;0;1;2;1;1;1004
901;29;1;2021;1;0;1;3;1;1;1004
901;29;1;2021;1;0;1;4;6; ;1004
901;29;1;2021;1;0;1;5;6; ;1004
901;29;1;2021;1;0;1;6;1;1;1004
901;31;1;2021;1;0;1;1;1;1;470
901;31;1;2021;1;0;1;2;1;1;470
901;31;1;2021;1;0;1;3;6; ;470
901;31;1;2021;1;0;1;4;6; ;470
901;31;1;2021;1;0;1;5;6; ;470
901;31;1;2021;1;0;1;6;1;1;470
901;36;1;2021;1;0;1;1;6; ;455
901;36;1;2021;1;0;1;2;6; ;455
901;36;1;2021;1;0;1;3;6; ;455
901;36;1;2021;1;0;1;4;6; ;455
901;36;1;2021;1;0;1;5;6; ;455
901;36;1;2021;1;0;1;6;6; ;455
920;25;1;2021;1;0;1;1;6; ;6918
920;25;1;2021;1;0;1;2;1;6;6918
920;25;1;2021;1;0;1;3;6; ;6918
920;25;1;2021;1;0;1;4;6; ;6918
920;25;1;2021;1;0;1;5;6; ;6918
920;25;1;2021;1;0;1;6;6; ;6918
920;33;1;2021;1;0;1;1;6; ;9626
920;33;1;2021;1;0;1;2;6; ;9626
920;33;1;2021;1;0;1;3;6; ;9626
920;33;1;2021;1;0;1;4;6; ;9626
920;33;1;2021;1;0;1;5;6; ;9626
920;33;1;2021;1;0;1;6;6; ;9626
1027;21;1;2021;1;0;1;1;6; ;1168
1027;21;1;2021;1;0;1;2;6; ;1168
1027;21;1;2021;1;0;1;3;6; ;1168
1027;21;1;2021;1;0;1;4;6; ;1168
1027;21;1;2021;1;0;1;5;6; ;1168
1027;21;1;2021;1;0;1;6;6; ;1168
1027;26;1;2021;1;0;1;1;6; ;499
1027;26;1;2021;1;0;1;2;6; ;499
1027;26;1;2021;1;0;1;3;6; ;499
1027;26;1;2021;1;0;1;4;6; ;499
1027;26;1;2021;1;0;1;5;6; ;499
1027;26;1;2021;1;0;1;6;6; ;499
1027;38;1;2021;1;0;1;1;6; ;625
1027;38;1;2021;1;0;1;2;6; ;625
1027;38;1;2021;1;0;1;3;6; ;625
1027;38;1;2021;1;0;1;4;6; ;625
1027;38;1;2021;1;0;1;5;6; ;625
1027;38;1;2021;1;0;1;6;1;6;625
1030;8;1;2021;1;0;1;1;6; ;214
1030;8;1;2021;1;0;1;2;6; ;214
1030;8;1;2021;1;0;1;3;6; ;214
1030;8;1;2021;1;0;1;4;6; ;214
1030;8;1;2021;1;0;1;5;6; ;214
1030;8;1;2021;1;0;1;6;6; ;214
1030;16;1;2021;1;0;1;1;6; ;442
1030;16;1;2021;1;0;1;2;6; ;442
1030;16;1;2021;1;0;1;3;6; ;442
1030;16;1;2021;1;0;1;4;6; ;442
1030;16;1;2021;1;0;1;5;6; ;442
1030;16;1;2021;1;0;1;6;6; ;442
1030;19;1;2021;1;0;1;1;1;1;196
1030;19;1;2021;1;0;1;2;6; ;196
1030;19;1;2021;1;0;1;3;1;1;196
1030;19;1;2021;1;0;1;4;6; ;196
1030;19;1;2021;1;0;1;5;6; ;196
1030;19;1;2021;1;0;1;6;1;1;196
1030;20;1;2021;1;0;1;1;6; ;269
1030;20;1;2021;1;0;1;2;6; ;269
1030;20;1;2021;1;0;1;3;6; ;269
1030;20;1;2021;1;0;1;4;6; ;269
1030;20;1;2021;1;0;1;5;6; ;269
1030;20;1;2021;1;0;1;6;6; ;269
1030;21;1;2021;1;0;1;1;6; ;442
1030;21;1;2021;1;0;1;2;6; ;442
1030;21;1;2021;1;0;1;3;6; ;442
1030;21;1;2021;1;0;1;4;6; ;442
1030;21;1;2021;1;0;1;5;6; ;442
1030;21;1;2021;1;0;1;6;6; ;442
1030;27;1;2021;1;0;1;1;6; ;211
1030;27;1;2021;1;0;1;2;6; ;211
1030;27;1;2021;1;0;1;3;6; ;211
1030;27;1;2021;1;0;1;4;6; ;211
1030;27;1;2021;1;0;1;5;6; ;211
1030;27;1;2021;1;0;1;6;6; ;211
1030;29;1;2021;1;0;1;1;6; ;134
1030;29;1;2021;1;0;1;2;6; ;134
1030;29;1;2021;1;0;1;3;6; ;134
1030;29;1;2021;1;0;1;4;6; ;134
1030;29;1;2021;1;0;1;5;6; ;134
1030;29;1;2021;1;0;1;6;6; ;134
1030;43;1;2021;1;0;1;1;1;6;470
1030;43;1;2021;1;0;1;2;6; ;470
1030;43;1;2021;1;0;1;3;6; ;470
1030;43;1;2021;1;0;1;4;6; ;470
1030;43;1;2021;1;0;1;5;6; ;470
1030;43;1;2021;1;0;1;6;6; ;470
1030;46;1;2021;1;0;1;1;1;6;601
1030;46;1;2021;1;0;1;2;1;6;601
1030;46;1;2021;1;0;1;3;1;6;601
1030;46;1;2021;1;0;1;4;1;6;601
1030;46;1;2021;1;0;1;5;6; ;601
1030;46;1;2021;1;0;1;6;6; ;601
1030;48;1;2021;1;0;1;1;6; ;401
1030;48;1;2021;1;0;1;2;6; ;401
1030;48;1;2021;1;0;1;3;6; ;401
1030;48;1;2021;1;0;1;4;6; ;401
1030;48;1;2021;1;0;1;5;6; ;401
1030;48;1;2021;1;0;1;6;6; ;401
1159;23;1;2021;1;0;1;1;6; ;328
1159;23;1;2021;1;0;1;2;6; ;328
1159;23;1;2021;1;0;1;3;6; ;328
1159;23;1;2021;1;0;1;4;6; ;328
1159;23;1;2021;1;0;1;5;6; ;328
1159;23;1;2021;1;0;1;6;6; ;328
1159;37;1;2021;1;0;1;1;6; ;241
1159;37;1;2021;1;0;1;2;6; ;241
1159;37;1;2021;1;0;1;3;6; ;241
1159;37;1;2021;1;0;1;4;6; ;241
1159;37;1;2021;1;0;1;5;6; ;241
1159;37;1;2021;1;0;1;6;6; ;241
1159;53;1;2021;1;0;1;1;6; ;308
1159;53;1;2021;1;0;1;2;6; ;308
1159;53;1;2021;1;0;1;3;6; ;308
1159;53;1;2021;1;0;1;4;6; ;308
1159;53;1;2021;1;0;1;5;6; ;308
1159;53;1;2021;1;0;1;6;6; ;308
1186;26;1;2021;1;0;1;1;1;1;1418
1186;26;1;2021;1;0;1;2;1;1;1418
1186;26;1;2021;1;0;1;3;6; ;1418
1186;26;1;2021;1;0;1;4;6; ;1418
1186;26;1;2021;1;0;1;5;6; ;1418
1186;26;1;2021;1;0;1;6;6; ;1418
1186;34;1;2021;1;0;1;1;6; ;498
1186;34;1;2021;1;0;1;2;6; ;498
1186;34;1;2021;1;0;1;3;6; ;498
1186;34;1;2021;1;0;1;4;6; ;498
1186;34;1;2021;1;0;1;5;6; ;498
1186;34;1;2021;1;0;1;6;6; ;498
1186;54;1;2021;1;0;1;1;6; ;783
1186;54;1;2021;1;0;1;2;6; ;783
1186;54;1;2021;1;0;1;3;6; ;783
1186;54;1;2021;1;0;1;4;6; ;783
1186;54;1;2021;1;0;1;5;6; ;783
1186;54;1;2021;1;0;1;6;6; ;783
1291;65;1;2021;1;0;1;1;6; ;1927
1291;65;1;2021;1;0;1;2;6; ;1927
1291;65;1;2021;1;0;1;3;6; ;1927
1291;65;1;2021;1;0;1;4;6; ;1927
1291;65;1;2021;1;0;1;5;6; ;1927
1291;65;1;2021;1;0;1;6;6; ;1927
1345;31;1;2021;1;0;1;1;6; ;2841
1345;31;1;2021;1;0;1;2;6; ;2841
1345;31;1;2021;1;0;1;3;6; ;2841
1345;31;1;2021;1;0;1;4;6; ;2841
1345;31;1;2021;1;0;1;5;6; ;2841
1345;31;1;2021;1;0;1;6;6; ;2841
1345;47;1;2021;1;0;1;1;6; ;2208
1345;47;1;2021;1;0;1;2;6; ;2208
1345;47;1;2021;1;0;1;3;6; ;2208
1345;47;1;2021;1;0;1;4;6; ;2208
1345;47;1;2021;1;0;1;5;1;1;2208
1345;47;1;2021;1;0;1;6;6; ;2208
1345;52;1;2021;1;0;1;1;6; ;4995
1345;52;1;2021;1;0;1;2;6; ;4995
1345;52;1;2021;1;0;1;3;6; ;4995
1345;52;1;2021;1;0;1;4;6; ;4995
1345;52;1;2021;1;0;1;5;6; ;4995
1345;52;1;2021;1;0;1;6;6; ;4995
1448;13;1;2021;1;0;1;1;1;1;4342
1448;13;1;2021;1;0;1;2;1;1;4342
1448;13;1;2021;1;0;1;3;6; ;4342
1448;13;1;2021;1;0;1;4;6; ;4342
1448;13;1;2021;1;0;1;5;6; ;4342
1448;13;1;2021;1;0;1;6;6; ;4342
1448;47;1;2021;1;0;1;1;6; ;1540
1448;47;1;2021;1;0;1;2;6; ;1540
1448;47;1;2021;1;0;1;3;6; ;1540
1448;47;1;2021;1;0;1;4;6; ;1540
1448;47;1;2021;1;0;1;5;6; ;1540
1448;47;1;2021;1;0;1;6;1;6;1540
1571;11;1;2021;1;0;1;1;6; ;3807
1571;11;1;2021;1;0;1;2;6; ;3807
1571;11;1;2021;1;0;1;3;6; ;3807
1571;11;1;2021;1;0;1;4;6; ;3807
1571;11;1;2021;1;0;1;5;6; ;3807
1571;11;1;2021;1;0;1;6;6; ;3807
1571;30;1;2021;1;0;1;1;1;1;1623
1571;30;1;2021;1;0;1;2;6; ;1623
1571;30;1;2021;1;0;1;3;6; ;1623
1571;30;1;2021;1;0;1;4;6; ;1623
1571;30;1;2021;1;0;1;5;6; ;1623
1571;30;1;2021;1;0;1;6;6; ;1623
1571;55;1;2021;1;0;1;1;6; ;1294
1571;55;1;2021;1;0;1;2;6; ;1294
1571;55;1;2021;1;0;1;3;6; ;1294
1571;55;1;2021;1;0;1;4;6; ;1294
1571;55;1;2021;1;0;1;5;6; ;1294
1571;55;1;2021;1;0;1;6;6; ;1294
1701;7;1;2021;1;0;1;1;6; ;417
1701;7;1;2021;1;0;1;2;6; ;417
1701;7;1;2021;1;0;1;3;6; ;417
1701;7;1;2021;1;0;1;4;6; ;417
1701;7;1;2021;1;0;1;5;6; ;417
1701;7;1;2021;1;0;1;6;6; ;417
1701;24;1;2021;1;0;1;1;6; ;328
1701;24;1;2021;1;0;1;2;6; ;328
1701;24;1;2021;1;0;1;3;6; ;328
1701;24;1;2021;1;0;1;4;6; ;328
1701;24;1;2021;1;0;1;5;6; ;328
1701;24;1;2021;1;0;1;6;6; ;328
1701;31;1;2021;1;0;1;1;6; ;293
1701;31;1;2021;1;0;1;2;6; ;293
1701;31;1;2021;1;0;1;3;6; ;293
1701;31;1;2021;1;0;1;4;6; ;293
1701;31;1;2021;1;0;1;5;6; ;293
1701;31;1;2021;1;0;1;6;6; ;293
1701;42;1;2021;1;0;1;1;6; ;699
1701;42;1;2021;1;0;1;2;6; ;699
1701;42;1;2021;1;0;1;3;6; ;699
1701;42;1;2021;1;0;1;4;6; ;699
1701;42;1;2021;1;0;1;5;6; ;699
1701;42;1;2021;1;0;1;6;6; ;699
1701;45;1;2021;1;0;1;1;6; ;293
1701;45;1;2021;1;0;1;2;6; ;293
1701;45;1;2021;1;0;1;3;6; ;293
1701;45;1;2021;1;0;1;4;6; ;293
1701;45;1;2021;1;0;1;5;6; ;293
1701;45;1;2021;1;0;1;6;6; ;293
1758;2;1;2021;1;0;1;1;6; ;606
1758;2;1;2021;1;0;1;2;6; ;606
1758;2;1;2021;1;0;1;3;6; ;606
1758;2;1;2021;1;0;1;4;6; ;606
1758;2;1;2021;1;0;1;5;6; ;606
1758;2;1;2021;1;0;1;6;6; ;606
1758;41;1;2021;1;0;1;1;6; ;606
1758;41;1;2021;1;0;1;2;6; ;606
1758;41;1;2021;1;0;1;3;6; ;606
1758;41;1;2021;1;0;1;4;6; ;606
1758;41;1;2021;1;0;1;5;6; ;606
1758;41;1;2021;1;0;1;6;6; ;606
1758;47;1;2021;1;0;1;1;6; ;1213
1758;47;1;2021;1;0;1;2;1;6;1213
1758;47;1;2021;1;0;1;3;6; ;1213
1758;47;1;2021;1;0;1;4;6; ;1213
1758;47;1;2021;1;0;1;5;6; ;1213
1758;47;1;2021;1;0;1;6;6; ;1213
1838;7;1;2021;1;0;1;1;1;1;562
1838;7;1;2021;1;0;1;2;1;1;562
1838;7;1;2021;1;0;1;3;1;1;562
1838;7;1;2021;1;0;1;4;6; ;562
1838;7;1;2021;1;0;1;5;6; ;562
1838;7;1;2021;1;0;1;6;1;1;562
1838;10;1;2021;1;0;1;1;6; ;237
1838;10;1;2021;1;0;1;2;6; ;237
1838;10;1;2021;1;0;1;3;6; ;237
1838;10;1;2021;1;0;1;4;6; ;237
1838;10;1;2021;1;0;1;5;6; ;237
1838;10;1;2021;1;0;1;6;6; ;237
1838;22;1;2021;1;0;1;1;6; ;430
1838;22;1;2021;1;0;1;2;1;6;430
1838;22;1;2021;1;0;1;3;6; ;430
1838;22;1;2021;1;0;1;4;6; ;430
1838;22;1;2021;1;0;1;5;6; ;430
1838;22;1;2021;1;0;1;6;6; ;430
1838;25;1;2021;1;0;1;1;6; ;317
1838;25;1;2021;1;0;1;2;6; ;317
1838;25;1;2021;1;0;1;3;6; ;317
1838;25;1;2021;1;0;1;4;6; ;317
1838;25;1;2021;1;0;1;5;6; ;317
1838;25;1;2021;1;0;1;6;6; ;317
1838;30;1;2021;1;0;1;1;6; ;613
1838;30;1;2021;1;0;1;2;6; ;613
1838;30;1;2021;1;0;1;3;6; ;613
1838;30;1;2021;1;0;1;4;6; ;613
1838;30;1;2021;1;0;1;5;6; ;613
1838;30;1;2021;1;0;1;6;6; ;613
1838;33;1;2021;1;0;1;1;6; ;317
1838;33;1;2021;1;0;1;2;1;6;317
1838;33;1;2021;1;0;1;3;6; ;317
1838;33;1;2021;1;0;1;4;6; ;317
1838;33;1;2021;1;0;1;5;6; ;317
1838;33;1;2021;1;0;1;6;6; ;317
1838;41;1;2021;1;0;1;1;6; ;193
1838;41;1;2021;1;0;1;2;6; ;193
1838;41;1;2021;1;0;1;3;6; ;193
1838;41;1;2021;1;0;1;4;6; ;193
1838;41;1;2021;1;0;1;5;6; ;193
1838;41;1;2021;1;0;1;6;6; ;193
1838;56;1;2021;1;0;1;1;6; ;449
1838;56;1;2021;1;0;1;2;6; ;449
1838;56;1;2021;1;0;1;3;6; ;449
1838;56;1;2021;1;0;1;4;6; ;449
1838;56;1;2021;1;0;1;5;6; ;449
1838;56;1;2021;1;0;1;6;6; ;449
1838;58;1;2021;1;0;1;1;1;1;339
1838;58;1;2021;1;0;1;2;6; ;339
1838;58;1;2021;1;0;1;3;6; ;339
1838;58;1;2021;1;0;1;4;6; ;339
1838;58;1;2021;1;0;1;5;6; ;339
1838;58;1;2021;1;0;1;6;6; ;339
1846;5;1;2021;1;0;1;1;6; ;318
1846;5;1;2021;1;0;1;2;6; ;318
1846;5;1;2021;1;0;1;3;6; ;318
