UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L07A;P701C;P702;P702SEXO;P703;P704;P705;P706;FEX_MUJER
19217;48;1;2021;6;11;3;15;6; ; ; ; ; ; ;764
19217;48;1;2021;6;11;3;16;6; ; ; ; ; ; ;764
19217;48;1;2021;6;11;3;17;6; ; ; ; ; ; ;764
19217;48;1;2021;6;11;3;18;6; ; ; ; ; ; ;764
19217;48;1;2021;6;11;3;19;6; ; ; ; ; ; ;764
19217;48;1;2021;6;11;3;20;6; ; ; ; ; ; ;764
19217;51;1;2021;6;11;3;1;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;2;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;3;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;4;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;5;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;6;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;7;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;8;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;9;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;10;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;11;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;12;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;13;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;14;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;15;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;16;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;17;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;18;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;19;6; ; ; ; ; ; ;795
19217;51;1;2021;6;11;3;20;6; ; ; ; ; ; ;795
19217;65;1;2021;6;11;3;1;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;2;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;3;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;4;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;5;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;6;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;7;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;8;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;9;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;10;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;11;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;12;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;13;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;14;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;15;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;16;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;17;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;18;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;19;6; ; ; ; ; ; ;678
19217;65;1;2021;6;11;3;20;6; ; ; ; ; ; ;678
19217;66;1;2021;6;11;3;1;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;2;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;3;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;4;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;5;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;6;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;7;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;8;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;9;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;10;1;11;1;7;1;1;6;3021
19217;66;1;2021;6;11;3;11;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;12;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;13;1;2;6;1;2;1;6;3021
19217;66;1;2021;6;11;3;14;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;15;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;16;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;17;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;18;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;19;6; ; ; ; ; ; ;3021
19217;66;1;2021;6;11;3;20;6; ; ; ; ; ; ;3021
19217;71;1;2021;6;11;3;1;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;2;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;3;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;4;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;5;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;6;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;7;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;8;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;9;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;10;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;11;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;12;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;13;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;14;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;15;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;16;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;17;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;18;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;19;6; ; ; ; ; ; ;795
19217;71;1;2021;6;11;3;20;6; ; ; ; ; ; ;795
19217;72;1;2021;6;11;3;1;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;2;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;3;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;4;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;5;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;6;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;7;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;8;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;9;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;10;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;11;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;12;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;13;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;14;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;15;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;16;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;17;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;18;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;19;6; ; ; ; ; ; ;764
19217;72;1;2021;6;11;3;20;6; ; ; ; ; ; ;764
19260;3;1;2021;6;11;3;1;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;2;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;3;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;4;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;5;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;6;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;7;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;8;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;9;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;10;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;11;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;12;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;13;1;2;6;1;1;1;6;122
19260;3;1;2021;6;11;3;14;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;15;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;16;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;17;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;18;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;19;6; ; ; ; ; ; ;122
19260;3;1;2021;6;11;3;20;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;1;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;2;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;3;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;4;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;5;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;6;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;7;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;8;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;9;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;10;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;11;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;12;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;13;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;14;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;15;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;16;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;17;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;18;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;19;6; ; ; ; ; ; ;122
19260;4;1;2021;6;11;3;20;6; ; ; ; ; ; ;122
19260;8;1;2021;6;11;3;1;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;2;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;3;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;4;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;5;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;6;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;7;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;8;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;9;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;10;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;11;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;12;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;13;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;14;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;15;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;16;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;17;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;18;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;19;6; ; ; ; ; ; ;359
19260;8;1;2021;6;11;3;20;6; ; ; ; ; ; ;359
19260;12;1;2021;6;11;3;1;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;2;1;11;6;7;3;3;6;186
19260;12;1;2021;6;11;3;3;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;4;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;5;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;6;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;7;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;8;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;9;1;1;1;1;3;2;6;186
19260;12;1;2021;6;11;3;10;1;11;1;7;1;3;6;186
19260;12;1;2021;6;11;3;11;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;12;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;13;1;1;1;1;3;1;6;186
19260;12;1;2021;6;11;3;14;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;15;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;16;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;17;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;18;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;19;6; ; ; ; ; ; ;186
19260;12;1;2021;6;11;3;20;6; ; ; ; ; ; ;186
19260;13;1;2021;6;11;3;1;1;7;6;1;3;3;1;184
19260;13;1;2021;6;11;3;2;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;3;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;4;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;5;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;6;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;7;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;8;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;9;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;10;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;11;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;12;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;13;1;2;6;1;2;1;6;184
19260;13;1;2021;6;11;3;14;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;15;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;16;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;17;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;18;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;19;6; ; ; ; ; ; ;184
19260;13;1;2021;6;11;3;20;6; ; ; ; ; ; ;184
19260;19;1;2021;6;11;3;1;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;2;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;3;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;4;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;5;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;6;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;7;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;8;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;9;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;10;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;11;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;12;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;13;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;14;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;15;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;16;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;17;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;18;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;19;6; ; ; ; ; ; ;189
19260;19;1;2021;6;11;3;20;6; ; ; ; ; ; ;189
19260;21;1;2021;6;11;3;1;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;2;1;7;6;2;2;1;6;490
19260;21;1;2021;6;11;3;3;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;4;1;11;1;1;2;1;6;490
19260;21;1;2021;6;11;3;5;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;6;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;7;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;8;1;7;6;1;3;2;6;490
19260;21;1;2021;6;11;3;9;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;10;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;11;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;12;1;7;6;1;3;2;6;490
19260;21;1;2021;6;11;3;13;1;7;6;1;2;2;6;490
19260;21;1;2021;6;11;3;14;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;15;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;16;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;17;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;18;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;19;6; ; ; ; ; ; ;490
19260;21;1;2021;6;11;3;20;6; ; ; ; ; ; ;490
19260;22;1;2021;6;11;3;1;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;2;1;96;6;1;2;1;6;161
19260;22;1;2021;6;11;3;3;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;4;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;5;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;6;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;7;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;8;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;9;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;10;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;11;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;12;1;11;6;1;1;1;6;161
19260;22;1;2021;6;11;3;13;1;1;1;1;3;1;6;161
19260;22;1;2021;6;11;3;14;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;15;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;16;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;17;1;9;1;2;3;2;6;161
19260;22;1;2021;6;11;3;18;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;19;6; ; ; ; ; ; ;161
19260;22;1;2021;6;11;3;20;6; ; ; ; ; ; ;161
19260;24;1;2021;6;11;3;1;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;2;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;3;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;4;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;5;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;6;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;7;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;8;1;3;8;1;1;2;6;717
19260;24;1;2021;6;11;3;9;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;10;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;11;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;12;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;13;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;14;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;15;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;16;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;17;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;18;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;19;6; ; ; ; ; ; ;717
19260;24;1;2021;6;11;3;20;6; ; ; ; ; ; ;717
19260;25;1;2021;6;11;3;1;1;2;6;1;3;3;1;161
19260;25;1;2021;6;11;3;2;1;2;6;1;3;3;1;161
19260;25;1;2021;6;11;3;3;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;4;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;5;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;6;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;7;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;8;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;9;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;10;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;11;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;12;1;2;6;1;3;2;6;161
19260;25;1;2021;6;11;3;13;1;2;6;1;3;3;6;161
19260;25;1;2021;6;11;3;14;1;2;6;1;3;2;6;161
19260;25;1;2021;6;11;3;15;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;16;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;17;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;18;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;19;6; ; ; ; ; ; ;161
19260;25;1;2021;6;11;3;20;6; ; ; ; ; ; ;161
19292;1;1;2021;1;11;1;1;1;7;1;1;2;1;6;516
19292;1;1;2021;1;11;1;2;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;3;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;4;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;5;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;6;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;7;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;8;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;9;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;10;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;11;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;12;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;13;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;14;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;15;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;16;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;17;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;18;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;19;6; ; ; ; ; ; ;516
19292;1;1;2021;1;11;1;20;6; ; ; ; ; ; ;516
19292;4;1;2021;1;11;1;1;1;3;8;1;3;2;6;552
19292;4;1;2021;1;11;1;2;1;7;1;1;3;2;6;552
19292;4;1;2021;1;11;1;3;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;4;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;5;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;6;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;7;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;8;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;9;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;10;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;11;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;12;1;4;1;1;1;2;6;552
19292;4;1;2021;1;11;1;13;1;4;1;1;3;2;6;552
19292;4;1;2021;1;11;1;14;1;4;1;1;3;2;6;552
19292;4;1;2021;1;11;1;15;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;16;6; ; ; ; ; ; ;552
19292;4;1;2021;1;11;1;17;1;4;1;1;3;2;6;552
19292;4;1;2021;1;11;1;18;1;4;1;1;3;2;6;552
19292;4;1;2021;1;11;1;19;1;4;1;1;3;3;6;552
19292;4;1;2021;1;11;1;20;6; ; ; ; ; ; ;552
19292;17;1;2021;1;11;1;1;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;2;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;3;1;1;1;1;2;1;1;1431
19292;17;1;2021;1;11;1;4;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;5;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;6;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;7;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;8;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;9;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;10;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;11;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;12;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;13;1;2;6;1;1;1;6;1431
19292;17;1;2021;1;11;1;14;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;15;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;16;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;17;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;18;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;19;6; ; ; ; ; ; ;1431
19292;17;1;2021;1;11;1;20;6; ; ; ; ; ; ;1431
19292;23;1;2021;1;11;1;1;1;3;8;1;2;1;6;2064
19292;23;1;2021;1;11;1;2;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;3;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;4;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;5;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;6;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;7;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;8;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;9;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;10;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;11;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;12;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;13;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;14;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;15;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;16;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;17;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;18;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;19;6; ; ; ; ; ; ;2064
19292;23;1;2021;1;11;1;20;6; ; ; ; ; ; ;2064
19292;34;1;2021;1;11;1;1;1;7;6;2;3;2;1;732
19292;34;1;2021;1;11;1;2;1;7;6;2;3;2;1;732
19292;34;1;2021;1;11;1;3;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;4;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;5;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;6;1;7;6;2;3;1;1;732
19292;34;1;2021;1;11;1;7;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;8;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;9;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;10;1;11;1;2;1;3;6;732
19292;34;1;2021;1;11;1;11;1;11;6;7;3;3;6;732
19292;34;1;2021;1;11;1;12;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;13;1;7;1;1;3;1;6;732
19292;34;1;2021;1;11;1;14;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;15;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;16;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;17;1;11;1;2;1;3;6;732
19292;34;1;2021;1;11;1;18;1;11;1;2;1;3;6;732
19292;34;1;2021;1;11;1;19;6; ; ; ; ; ; ;732
19292;34;1;2021;1;11;1;20;6; ; ; ; ; ; ;732
19292;36;1;2021;1;11;1;1;6; ; ; ; ; ; ;916
