UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;L1005;P1005;P1006;FEX_MUJER
1027;34;1;2021;1;0;1;2;1;6;414
1027;34;1;2021;1;0;1;3;6; ;414
1027;34;1;2021;1;0;1;4;6; ;414
1027;34;1;2021;1;0;1;5;6; ;414
1027;34;1;2021;1;0;1;6;1;6;414
1159;14;1;2021;1;0;1;1;6; ;888
1159;14;1;2021;1;0;1;2;6; ;888
1159;14;1;2021;1;0;1;3;6; ;888
1159;14;1;2021;1;0;1;4;6; ;888
1159;14;1;2021;1;0;1;5;6; ;888
1159;14;1;2021;1;0;1;6;6; ;888
1159;19;1;2021;1;0;1;1;6; ;461
1159;19;1;2021;1;0;1;2;6; ;461
1159;19;1;2021;1;0;1;3;6; ;461
1159;19;1;2021;1;0;1;4;6; ;461
1159;19;1;2021;1;0;1;5;6; ;461
1159;19;1;2021;1;0;1;6;6; ;461
1159;34;1;2021;1;0;1;1;6; ;413
1159;34;1;2021;1;0;1;2;6; ;413
1159;34;1;2021;1;0;1;3;6; ;413
1159;34;1;2021;1;0;1;4;6; ;413
1159;34;1;2021;1;0;1;5;6; ;413
1159;34;1;2021;1;0;1;6;6; ;413
1159;59;1;2021;1;0;1;1;1;6;619
1159;59;1;2021;1;0;1;2;1;6;619
1159;59;1;2021;1;0;1;3;6; ;619
1159;59;1;2021;1;0;1;4;6; ;619
1159;59;1;2021;1;0;1;5;6; ;619
1159;59;1;2021;1;0;1;6;1;6;619
1186;48;1;2021;1;0;1;1;6; ;445
1186;48;1;2021;1;0;1;2;6; ;445
1186;48;1;2021;1;0;1;3;6; ;445
1186;48;1;2021;1;0;1;4;6; ;445
1186;48;1;2021;1;0;1;5;6; ;445
1186;48;1;2021;1;0;1;6;6; ;445
1186;57;1;2021;1;0;1;1;6; ;1039
1186;57;1;2021;1;0;1;2;6; ;1039
1186;57;1;2021;1;0;1;3;6; ;1039
1186;57;1;2021;1;0;1;4;6; ;1039
1186;57;1;2021;1;0;1;5;6; ;1039
1186;57;1;2021;1;0;1;6;6; ;1039
1291;4;1;2021;1;0;1;1;6; ;5102
1291;4;1;2021;1;0;1;2;6; ;5102
1291;4;1;2021;1;0;1;3;6; ;5102
1291;4;1;2021;1;0;1;4;6; ;5102
1291;4;1;2021;1;0;1;5;6; ;5102
1291;4;1;2021;1;0;1;6;6; ;5102
1291;41;1;2021;1;0;1;1;6; ;4256
1291;41;1;2021;1;0;1;2;6; ;4256
1291;41;1;2021;1;0;1;3;6; ;4256
1291;41;1;2021;1;0;1;4;6; ;4256
1291;41;1;2021;1;0;1;5;6; ;4256
1291;41;1;2021;1;0;1;6;1;6;4256
1291;64;1;2021;1;0;1;1;6; ;1210
1291;64;1;2021;1;0;1;2;6; ;1210
1291;64;1;2021;1;0;1;3;6; ;1210
1291;64;1;2021;1;0;1;4;6; ;1210
1291;64;1;2021;1;0;1;5;6; ;1210
1291;64;1;2021;1;0;1;6;6; ;1210
1345;26;1;2021;1;0;1;1;6; ;6031
1345;26;1;2021;1;0;1;2;6; ;6031
1345;26;1;2021;1;0;1;3;6; ;6031
1345;26;1;2021;1;0;1;4;6; ;6031
1345;26;1;2021;1;0;1;5;6; ;6031
1345;26;1;2021;1;0;1;6;6; ;6031
1448;50;1;2021;1;0;1;1;6; ;3711
1448;50;1;2021;1;0;1;2;6; ;3711
1448;50;1;2021;1;0;1;3;6; ;3711
1448;50;1;2021;1;0;1;4;6; ;3711
1448;50;1;2021;1;0;1;5;6; ;3711
1448;50;1;2021;1;0;1;6;6; ;3711
1571;2;1;2021;1;0;1;1;1;6;2315
1571;2;1;2021;1;0;1;2;1;6;2315
1571;2;1;2021;1;0;1;3;6; ;2315
1571;2;1;2021;1;0;1;4;6; ;2315
1571;2;1;2021;1;0;1;5;6; ;2315
1571;2;1;2021;1;0;1;6;6; ;2315
1701;1;1;2021;1;0;1;1;1;1;293
1701;1;1;2021;1;0;1;2;1;1;293
1701;1;1;2021;1;0;1;3;1;1;293
1701;1;1;2021;1;0;1;4;1;1;293
1701;1;1;2021;1;0;1;5;1;1;293
1701;1;1;2021;1;0;1;6;1;1;293
1701;25;1;2021;1;0;1;1;6; ;771
1701;25;1;2021;1;0;1;2;6; ;771
1701;25;1;2021;1;0;1;3;6; ;771
1701;25;1;2021;1;0;1;4;6; ;771
1701;25;1;2021;1;0;1;5;6; ;771
1701;25;1;2021;1;0;1;6;6; ;771
1701;43;1;2021;1;0;1;1;1;6;634
1701;43;1;2021;1;0;1;2;6; ;634
1701;43;1;2021;1;0;1;3;6; ;634
1701;43;1;2021;1;0;1;4;6; ;634
1701;43;1;2021;1;0;1;5;6; ;634
1701;43;1;2021;1;0;1;6;6; ;634
1758;29;1;2021;1;0;1;1;6; ;431
1758;29;1;2021;1;0;1;2;6; ;431
1758;29;1;2021;1;0;1;3;6; ;431
1758;29;1;2021;1;0;1;4;6; ;431
1758;29;1;2021;1;0;1;5;6; ;431
1758;29;1;2021;1;0;1;6;6; ;431
1758;35;1;2021;1;0;1;1;6; ;1419
1758;35;1;2021;1;0;1;2;6; ;1419
1758;35;1;2021;1;0;1;3;6; ;1419
1758;35;1;2021;1;0;1;4;6; ;1419
1758;35;1;2021;1;0;1;5;6; ;1419
1758;35;1;2021;1;0;1;6;6; ;1419
1758;36;1;2021;1;0;1;1;6; ;863
1758;36;1;2021;1;0;1;2;6; ;863
1758;36;1;2021;1;0;1;3;6; ;863
1758;36;1;2021;1;0;1;4;6; ;863
1758;36;1;2021;1;0;1;5;6; ;863
1758;36;1;2021;1;0;1;6;1;6;863
1838;4;1;2021;1;0;1;1;1;6;449
1838;4;1;2021;1;0;1;2;6; ;449
1838;4;1;2021;1;0;1;3;6; ;449
1838;4;1;2021;1;0;1;4;1;6;449
1838;4;1;2021;1;0;1;5;6; ;449
1838;4;1;2021;1;0;1;6;6; ;449
1846;31;1;2021;1;0;1;1;6; ;356
1846;31;1;2021;1;0;1;2;6; ;356
1846;31;1;2021;1;0;1;3;6; ;356
1846;31;1;2021;1;0;1;4;6; ;356
1846;31;1;2021;1;0;1;5;6; ;356
1846;31;1;2021;1;0;1;6;6; ;356
1871;37;1;2021;1;0;1;1;6; ;1010
1871;37;1;2021;1;0;1;2;6; ;1010
1871;37;1;2021;1;0;1;3;6; ;1010
1871;37;1;2021;1;0;1;4;6; ;1010
1871;37;1;2021;1;0;1;5;6; ;1010
1871;37;1;2021;1;0;1;6;6; ;1010
1871;54;1;2021;1;0;1;1;6; ;472
1871;54;1;2021;1;0;1;2;6; ;472
1871;54;1;2021;1;0;1;3;6; ;472
1871;54;1;2021;1;0;1;4;6; ;472
1871;54;1;2021;1;0;1;5;6; ;472
1871;54;1;2021;1;0;1;6;1;6;472
1871;55;1;2021;1;0;1;1;6; ;982
1871;55;1;2021;1;0;1;2;6; ;982
1871;55;1;2021;1;0;1;3;6; ;982
1871;55;1;2021;1;0;1;4;6; ;982
1871;55;1;2021;1;0;1;5;6; ;982
1871;55;1;2021;1;0;1;6;6; ;982
1871;69;1;2021;1;0;1;1;6; ;472
1871;69;1;2021;1;0;1;2;6; ;472
1871;69;1;2021;1;0;1;3;6; ;472
1871;69;1;2021;1;0;1;4;6; ;472
1871;69;1;2021;1;0;1;5;6; ;472
1871;69;1;2021;1;0;1;6;6; ;472
1989;5;1;2021;1;0;1;1;6; ;246
1989;5;1;2021;1;0;1;2;6; ;246
1989;5;1;2021;1;0;1;3;6; ;246
1989;5;1;2021;1;0;1;4;1;1;246
1989;5;1;2021;1;0;1;5;6; ;246
1989;5;1;2021;1;0;1;6;1;1;246
1989;30;1;2021;1;0;1;1;6; ;824
1989;30;1;2021;1;0;1;2;6; ;824
1989;30;1;2021;1;0;1;3;1;1;824
1989;30;1;2021;1;0;1;4;6; ;824
1989;30;1;2021;1;0;1;5;6; ;824
1989;30;1;2021;1;0;1;6;1;1;824
2233;29;1;2021;1;1;2;1;1;6;291
2233;29;1;2021;1;1;2;2;1;6;291
2233;29;1;2021;1;1;2;3;1;6;291
2233;29;1;2021;1;1;2;4;1;6;291
2233;29;1;2021;1;1;2;5;1;6;291
2233;29;1;2021;1;1;2;6;1;6;291
2233;32;1;2021;1;1;2;1;1;1;424
2233;32;1;2021;1;1;2;2;1;1;424
2233;32;1;2021;1;1;2;3;6; ;424
2233;32;1;2021;1;1;2;4;1;1;424
2233;32;1;2021;1;1;2;5;6; ;424
2233;32;1;2021;1;1;2;6;1;1;424
2274;83;1;2021;1;1;2;1;6; ;612
2274;83;1;2021;1;1;2;2;6; ;612
2274;83;1;2021;1;1;2;3;6; ;612
2274;83;1;2021;1;1;2;4;6; ;612
2274;83;1;2021;1;1;2;5;6; ;612
2274;83;1;2021;1;1;2;6;6; ;612
2365;50;1;2021;1;1;2;1;6; ;2165
2365;50;1;2021;1;1;2;2;6; ;2165
2365;50;1;2021;1;1;2;3;6; ;2165
2365;50;1;2021;1;1;2;4;6; ;2165
2365;50;1;2021;1;1;2;5;6; ;2165
2365;50;1;2021;1;1;2;6;1;6;2165
2365;70;1;2021;1;1;2;1;6; ;2002
2365;70;1;2021;1;1;2;2;6; ;2002
2365;70;1;2021;1;1;2;3;6; ;2002
2365;70;1;2021;1;1;2;4;6; ;2002
2365;70;1;2021;1;1;2;5;6; ;2002
2365;70;1;2021;1;1;2;6;6; ;2002
2504;41;1;2021;6;1;3;1;6; ;788
2504;41;1;2021;6;1;3;2;1;6;788
2504;41;1;2021;6;1;3;3;6; ;788
2504;41;1;2021;6;1;3;4;6; ;788
2504;41;1;2021;6;1;3;5;6; ;788
2504;41;1;2021;6;1;3;6;6; ;788
2504;51;1;2021;6;1;3;1;6; ;724
2504;51;1;2021;6;1;3;2;6; ;724
2504;51;1;2021;6;1;3;3;6; ;724
2504;51;1;2021;6;1;3;4;6; ;724
2504;51;1;2021;6;1;3;5;6; ;724
2504;51;1;2021;6;1;3;6;6; ;724
2521;14;1;2021;6;1;3;1;6; ;167
2521;14;1;2021;6;1;3;2;6; ;167
2521;14;1;2021;6;1;3;3;6; ;167
2521;14;1;2021;6;1;3;4;6; ;167
2521;14;1;2021;6;1;3;5;6; ;167
2521;14;1;2021;6;1;3;6;6; ;167
2521;22;1;2021;6;1;3;1;6; ;466
2521;22;1;2021;6;1;3;2;6; ;466
2521;22;1;2021;6;1;3;3;6; ;466
2521;22;1;2021;6;1;3;4;6; ;466
2521;22;1;2021;6;1;3;5;6; ;466
2521;22;1;2021;6;1;3;6;6; ;466
2521;23;1;2021;6;1;3;1;6; ;150
2521;23;1;2021;6;1;3;2;6; ;150
2521;23;1;2021;6;1;3;3;6; ;150
2521;23;1;2021;6;1;3;4;6; ;150
2521;23;1;2021;6;1;3;5;6; ;150
2521;23;1;2021;6;1;3;6;6; ;150
2526;35;1;2021;1;1;2;1;6; ;157
2526;35;1;2021;1;1;2;2;1;6;157
2526;35;1;2021;1;1;2;3;6; ;157
2526;35;1;2021;1;1;2;4;6; ;157
2526;35;1;2021;1;1;2;5;6; ;157
2526;35;1;2021;1;1;2;6;6; ;157
2526;41;1;2021;1;1;2;1;6; ;164
2526;41;1;2021;1;1;2;2;6; ;164
2526;41;1;2021;1;1;2;3;6; ;164
2526;41;1;2021;1;1;2;4;6; ;164
2526;41;1;2021;1;1;2;5;6; ;164
2526;41;1;2021;1;1;2;6;6; ;164
2590;45;1;2021;1;1;2;1;6; ;1023
2590;45;1;2021;1;1;2;2;6; ;1023
2590;45;1;2021;1;1;2;3;6; ;1023
2590;45;1;2021;1;1;2;4;6; ;1023
2590;45;1;2021;1;1;2;5;6; ;1023
2590;45;1;2021;1;1;2;6;6; ;1023
2590;61;1;2021;1;1;2;1;6; ;1069
2590;61;1;2021;1;1;2;2;6; ;1069
2590;61;1;2021;1;1;2;3;6; ;1069
2590;61;1;2021;1;1;2;4;6; ;1069
2590;61;1;2021;1;1;2;5;6; ;1069
2590;61;1;2021;1;1;2;6;6; ;1069
2590;95;1;2021;1;1;2;1;6; ;1143
2590;95;1;2021;1;1;2;2;1;1;1143
2590;95;1;2021;1;1;2;3;6; ;1143
2590;95;1;2021;1;1;2;4;6; ;1143
2590;95;1;2021;1;1;2;5;6; ;1143
2590;95;1;2021;1;1;2;6;1;1;1143
2670;10;1;2021;6;1;3;1;6; ;221
2670;10;1;2021;6;1;3;2;1;6;221
2670;10;1;2021;6;1;3;3;1;6;221
2670;10;1;2021;6;1;3;4;1;6;221
2670;10;1;2021;6;1;3;5;1;6;221
2670;10;1;2021;6;1;3;6;1;6;221
2694;5;1;2021;6;1;3;1;6; ;453
2694;5;1;2021;6;1;3;2;6; ;453
2694;5;1;2021;6;1;3;3;6; ;453
2694;5;1;2021;6;1;3;4;6; ;453
2694;5;1;2021;6;1;3;5;1;6;453
2694;5;1;2021;6;1;3;6;6; ;453
2694;20;1;2021;6;1;3;1;6; ;1330
2694;20;1;2021;6;1;3;2;6; ;1330
2694;20;1;2021;6;1;3;3;6; ;1330
2694;20;1;2021;6;1;3;4;6; ;1330
2694;20;1;2021;6;1;3;5;6; ;1330
2694;20;1;2021;6;1;3;6;6; ;1330
2909;3;1;2021;6;1;3;1;6; ;261
2909;3;1;2021;6;1;3;2;6; ;261
2909;3;1;2021;6;1;3;3;6; ;261
2909;3;1;2021;6;1;3;4;6; ;261
2909;3;1;2021;6;1;3;5;6; ;261
2909;3;1;2021;6;1;3;6;6; ;261
2909;23;1;2021;6;1;3;1;6; ;214
2909;23;1;2021;6;1;3;2;6; ;214
2909;23;1;2021;6;1;3;3;6; ;214
2909;23;1;2021;6;1;3;4;6; ;214
2909;23;1;2021;6;1;3;5;6; ;214
2909;23;1;2021;6;1;3;6;1;6;214
2909;38;1;2021;6;1;3;1;6; ;640
2909;38;1;2021;6;1;3;2;6; ;640
2909;38;1;2021;6;1;3;3;6; ;640
2909;38;1;2021;6;1;3;4;6; ;640
2909;38;1;2021;6;1;3;5;6; ;640
2909;38;1;2021;6;1;3;6;1;1;640
3087;8;1;2021;6;1;3;1;6; ;336
3087;8;1;2021;6;1;3;2;1;6;336
3087;8;1;2021;6;1;3;3;6; ;336
3087;8;1;2021;6;1;3;4;6; ;336
3087;8;1;2021;6;1;3;5;6; ;336
3087;8;1;2021;6;1;3;6;1;6;336
3094;11;1;2021;1;1;2;1;6; ;354
3094;11;1;2021;1;1;2;2;6; ;354
3094;11;1;2021;1;1;2;3;6; ;354
3094;11;1;2021;1;1;2;4;6; ;354
3094;11;1;2021;1;1;2;5;6; ;354
3094;11;1;2021;1;1;2;6;6; ;354
3094;13;1;2021;1;1;2;1;6; ;156
3094;13;1;2021;1;1;2;2;6; ;156
3094;13;1;2021;1;1;2;3;6; ;156
3094;13;1;2021;1;1;2;4;6; ;156
3094;13;1;2021;1;1;2;5;6; ;156
3094;13;1;2021;1;1;2;6;6; ;156
3094;34;1;2021;1;1;2;1;6; ;415
3094;34;1;2021;1;1;2;2;6; ;415
3094;34;1;2021;1;1;2;3;1;6;415
3094;34;1;2021;1;1;2;4;6; ;415
3094;34;1;2021;1;1;2;5;1;6;415
3094;34;1;2021;1;1;2;6;1;6;415
3094;37;1;2021;1;1;2;1;6; ;177
3094;37;1;2021;1;1;2;2;6; ;177
3094;37;1;2021;1;1;2;3;6; ;177
3094;37;1;2021;1;1;2;4;6; ;177
3094;37;1;2021;1;1;2;5;6; ;177
3094;37;1;2021;1;1;2;6;6; ;177
3160;13;1;2021;1;2;2;1;6; ;580
3160;13;1;2021;1;2;2;2;1;6;580
3160;13;1;2021;1;2;2;3;1;6;580
3160;13;1;2021;1;2;2;4;6; ;580
3160;13;1;2021;1;2;2;5;1;6;580
3160;13;1;2021;1;2;2;6;6; ;580
3160;41;1;2021;1;2;2;1;6; ;1526
3160;41;1;2021;1;2;2;2;6; ;1526
3160;41;1;2021;1;2;2;3;6; ;1526
3160;41;1;2021;1;2;2;4;6; ;1526
3160;41;1;2021;1;2;2;5;6; ;1526
3160;41;1;2021;1;2;2;6;6; ;1526
3160;46;1;2021;1;2;2;1;1;6;1254
3160;46;1;2021;1;2;2;2;1;1;1254
3160;46;1;2021;1;2;2;3;1;1;1254
3160;46;1;2021;1;2;2;4;6; ;1254
3160;46;1;2021;1;2;2;5;6; ;1254
3160;46;1;2021;1;2;2;6;1;1;1254
3160;68;1;2021;1;2;2;1;1;6;649
3160;68;1;2021;1;2;2;2;1;6;649
3160;68;1;2021;1;2;2;3;1;6;649
3160;68;1;2021;1;2;2;4;1;6;649
3160;68;1;2021;1;2;2;5;1;6;649
3160;68;1;2021;1;2;2;6;1;6;649
3160;84;1;2021;1;2;2;1;6; ;413
3160;84;1;2021;1;2;2;2;6; ;413
3160;84;1;2021;1;2;2;3;6; ;413
3160;84;1;2021;1;2;2;4;6; ;413
3160;84;1;2021;1;2;2;5;6; ;413
3160;84;1;2021;1;2;2;6;6; ;413
3238;19;1;2021;6;2;3;1;6; ;1314
3238;19;1;2021;6;2;3;2;6; ;1314
3238;19;1;2021;6;2;3;3;6; ;1314
3238;19;1;2021;6;2;3;4;6; ;1314
3238;19;1;2021;6;2;3;5;6; ;1314
3238;19;1;2021;6;2;3;6;6; ;1314
3238;38;1;2021;6;2;3;1;1;6;496
3238;38;1;2021;6;2;3;2;1;6;496
3238;38;1;2021;6;2;3;3;6; ;496
3238;38;1;2021;6;2;3;4;6; ;496
3238;38;1;2021;6;2;3;5;6; ;496
3238;38;1;2021;6;2;3;6;1;6;496
3452;4;1;2021;6;2;3;1;1;1;422
3452;4;1;2021;6;2;3;2;6; ;422
3452;4;1;2021;6;2;3;3;6; ;422
3452;4;1;2021;6;2;3;4;6; ;422
3452;4;1;2021;6;2;3;5;6; ;422
3452;4;1;2021;6;2;3;6;1;1;422
3452;34;1;2021;6;2;3;1;6; ;940
3452;34;1;2021;6;2;3;2;6; ;940
3452;34;1;2021;6;2;3;3;6; ;940
3452;34;1;2021;6;2;3;4;6; ;940
3452;34;1;2021;6;2;3;5;6; ;940
3452;34;1;2021;6;2;3;6;6; ;940
3452;42;1;2021;6;2;3;1;6; ;487
3452;42;1;2021;6;2;3;2;6; ;487
3452;42;1;2021;6;2;3;3;1;6;487
