UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P501;P502L;P503;P504L;P505;SELEC_AUX;FEX_MUJER
1758;47;1;2021;1;0;1;2;2;1; ; ;2;1213
1838;4;1;2021;1;0;1;2;1;1; ; ;1;449
1838;7;1;2021;1;0;1;2;6;1; ; ;6;562
1838;10;1;2021;1;0;1;1;2;1; ; ;2;237
1838;22;1;2021;1;0;1;2;2;1; ; ;2;430
1838;25;1;2021;1;0;1;1;2;1; ; ;2;317
1838;30;1;2021;1;0;1;2;2;1; ; ;2;613
1838;33;1;2021;1;0;1;1;2;1; ; ;2;317
1838;41;1;2021;1;0;1;1;2;1; ; ;2;193
1838;56;1;2021;1;0;1;2;1;1; ; ;1;449
1838;58;1;2021;1;0;1;1;1;1; ; ;1;339
1846;5;1;2021;1;0;1;1;2;1; ; ;2;318
1846;14;1;2021;1;0;1;1;2;1; ; ;2;398
1846;31;1;2021;1;0;1;1;1;1; ; ;1;356
1846;34;1;2021;1;0;1;1;2;1; ; ;2;360
1846;37;1;2021;1;0;1;1;2;1; ; ;2;279
1846;38;1;2021;1;0;1;1;2;1; ; ;2;372
1846;39;1;2021;1;0;1;2;3;3;1;1;1;558
1846;41;1;2021;1;0;1;2;1;1; ; ;1;720
1871;17;1;2021;1;0;1;1;1;1; ; ;1;553
1871;34;1;2021;1;0;1;1;2;1; ; ;2;491
1871;37;1;2021;1;0;1;3;1;3;2;1;2;1010
1871;38;1;2021;1;0;1;1;1;1; ; ;1;536
1871;54;1;2021;1;0;1;1;1;1; ; ;1;472
1871;55;1;2021;1;0;1;2;5;1; ; ;5;982
1871;65;1;2021;1;0;1;1;2;1; ; ;2;529
1871;69;1;2021;1;0;1;1;1;1; ; ;1;472
1989;5;1;2021;1;0;1;1;1;1; ; ;1;246
1989;13;1;2021;1;0;1;1;1;1; ; ;1;233
1989;20;1;2021;1;0;1;1;1;1; ; ;1;193
1989;21;1;2021;1;0;1;1;1;1; ; ;1;220
1989;21;2;2021;1;0;1;1;1;1; ; ;1;257
1989;28;1;2021;1;0;1;1;2;1; ; ;2;228
1989;30;1;2021;1;0;1;3;4;1; ; ;4;824
1989;32;1;2021;1;0;1;1;1;1; ; ;1;246
1989;35;1;2021;1;0;1;1;2;1; ; ;2;220
2233;1;1;2021;1;1;2;1;1;1; ; ;1;424
2233;6;1;2021;1;1;2;1;1;1; ; ;1;463
2233;14;1;2021;1;1;2;3;3;1; ; ;3;1534
2233;20;1;2021;1;1;2;1;1;1; ; ;1;1251
2233;27;1;2021;1;1;2;1;1;1; ; ;1;339
2233;29;1;2021;1;1;2;1;1;1; ; ;1;291
2233;30;1;2021;1;1;2;2;5;1; ; ;5;956
2233;32;1;2021;1;1;2;1;1;1; ; ;1;424
2233;51;1;2021;1;1;2;1;1;1; ; ;1;339
2274;10;1;2021;1;1;2;1;1;1; ; ;1;861
2274;24;1;2021;1;1;2;2;1;1; ; ;1;1799
2274;36;1;2021;1;1;2;1;2;1; ; ;2;861
2274;55;1;2021;1;1;2;3;5;1; ; ;5;2306
2274;74;1;2021;1;1;2;1;2;1; ; ;2;612
2274;81;1;2021;1;1;2;1;1;1; ; ;1;962
2274;83;1;2021;1;1;2;1;1;1; ; ;1;612
2365;15;1;2021;1;1;2;2;3;1; ; ;3;2505
2365;16;1;2021;1;1;2;2;5;1; ; ;5;2505
2365;36;1;2021;1;1;2;1;2;1; ; ;2;831
2365;38;1;2021;1;1;2;1;2;1; ; ;2;1001
2365;45;1;2021;1;1;2;1;1;1; ; ;1;1253
2365;50;1;2021;1;1;2;2;3;1; ; ;3;2165
2365;70;1;2021;1;1;2;2;4;1; ; ;4;2002
2504;4;1;2021;6;1;3;1;2;1; ; ;2;455
2504;10;1;2021;6;1;3;2;2;1; ; ;2;923
2504;20;1;2021;6;1;3;1;1;1; ; ;1;431
2504;38;1;2021;6;1;3;2;2;1; ; ;2;662
2504;41;1;2021;6;1;3;2;1;1; ; ;1;788
2504;47;1;2021;6;1;3;1;2;1; ; ;2;455
2504;51;1;2021;6;1;3;2;1;1; ; ;1;724
2504;55;1;2021;6;1;3;1;1;1; ; ;1;438
2504;56;1;2021;6;1;3;2;2;1; ; ;2;599
2504;62;1;2021;6;1;3;2;2;1; ; ;2;594
2521;13;1;2021;6;1;3;1;1;1; ; ;1;230
2521;14;1;2021;6;1;3;1;1;1; ; ;1;167
2521;22;1;2021;6;1;3;2;5;1; ; ;5;466
2521;23;1;2021;6;1;3;1;1;1; ; ;1;150
2521;25;1;2021;6;1;3;1;1;1; ; ;1;228
2521;26;1;2021;6;1;3;1;2;1; ; ;2;230
2521;27;1;2021;6;1;3;1;2;1; ; ;2;218
2521;33;1;2021;6;1;3;2;1;1; ; ;1;398
2521;35;1;2021;6;1;3;1;2;1; ; ;2;151
2521;39;1;2021;6;1;3;1;2;1; ; ;2;199
2526;2;1;2021;1;1;2;1;2;1; ; ;2;205
2526;7;1;2021;1;1;2;1;1;1; ; ;1;247
2526;11;1;2021;1;1;2;1;2;1; ; ;2;205
2526;14;1;2021;1;1;2;1;1;1; ; ;1;221
2526;29;1;2021;1;1;2;1;1;1; ; ;1;174
2526;35;1;2021;1;1;2;1;1;1; ; ;1;157
2526;36;1;2021;1;1;2;2;1;1; ; ;1;347
2526;40;1;2021;1;1;2;1;1;1; ; ;1;224
2526;41;1;2021;1;1;2;1;1;1; ; ;1;164
2526;47;1;2021;1;1;2;1;1;1; ; ;1;198
2590;23;1;2021;1;1;2;1;2;1; ; ;2;474
2590;43;1;2021;1;1;2;1;1;1; ; ;1;511
2590;45;1;2021;1;1;2;2;1;1; ; ;1;1023
2590;47;1;2021;1;1;2;1;1;1; ; ;1;363
2590;53;1;2021;1;1;2;1;1;1; ; ;1;511
2590;61;1;2021;1;1;2;2;2;1; ; ;2;1069
2590;86;1;2021;1;1;2;1;1;1; ; ;1;457
2590;88;1;2021;1;1;2;2;1;1; ; ;1;1023
2590;95;1;2021;1;1;2;2;5;1; ; ;5;1143
2590;100;1;2021;1;1;2;3;2;1; ; ;2;1370
2670;4;1;2021;6;1;3;1;1;1; ; ;1;198
2670;6;1;2021;6;1;3;2;2;1; ; ;2;601
2670;8;1;2021;6;1;3;2;7;1; ; ;7;796
2670;10;1;2021;6;1;3;1;1;1; ; ;1;221
2670;18;1;2021;6;1;3;1;2;1; ; ;2;263
2670;26;1;2021;6;1;3;1;2;1; ; ;2;308
2670;29;1;2021;6;1;3;1;2;1; ; ;2;198
2670;37;1;2021;6;1;3;1;2;1; ; ;2;303
2670;39;1;2021;6;1;3;1;1;1; ; ;1;308
2670;40;1;2021;6;1;3;1;2;1; ; ;2;263
2694;2;1;2021;6;1;3;1;1;1; ; ;1;453
2694;5;1;2021;6;1;3;1;1;1; ; ;1;453
2694;11;1;2021;6;1;3;2;4;1; ; ;4;665
2694;12;1;2021;6;1;3;2;2;1; ; ;2;454
2694;17;1;2021;6;1;3;2;1;1; ; ;1;451
2694;20;1;2021;6;1;3;4;5;1; ; ;5;1330
2694;22;1;2021;6;1;3;1;2;1; ; ;2;336
2694;26;1;2021;6;1;3;1;1;1; ; ;1;350
2694;31;1;2021;6;1;3;1;2;1; ; ;2;225
2694;35;1;2021;6;1;3;1;2;1; ; ;2;333
2739;2;1;2021;6;1;3;2;1;1; ; ;1;1240
2739;5;1;2021;6;1;3;2;3;1; ; ;3;2177
2739;10;1;2021;6;1;3;1;1;1; ; ;1;664
2739;24;1;2021;6;1;3;1;2;1; ; ;2;620
2739;29;1;2021;6;1;3;1;2;1; ; ;2;649
2739;31;1;2021;6;1;3;1;2;1; ; ;2;427
2909;3;1;2021;6;1;3;1;1;1; ; ;1;261
2909;9;1;2021;6;1;3;1;2;1; ; ;2;316
2909;10;1;2021;6;1;3;1;2;1; ; ;2;214
2909;16;1;2021;6;1;3;1;1;1; ; ;1;284
2909;23;1;2021;6;1;3;1;1;1; ; ;1;214
2909;25;1;2021;6;1;3;1;2;1; ; ;2;216
2909;27;1;2021;6;1;3;1;1;1; ; ;1;311
2909;31;1;2021;6;1;3;1;1;1; ; ;1;214
2909;36;1;2021;6;1;3;2;1;1; ; ;1;522
2909;38;1;2021;6;1;3;2;3;1; ; ;3;640
3087;2;1;2021;6;1;3;1;2;1; ; ;2;346
3087;4;1;2021;6;1;3;1;1;1; ; ;1;591
3087;8;1;2021;6;1;3;1;1;1; ; ;1;336
3087;9;1;2021;6;1;3;1;1;1; ; ;1;336
3087;27;1;2021;6;1;3;1;1;1; ; ;1;360
3087;31;1;2021;6;1;3;1;2;1; ; ;2;232
3087;32;1;2021;6;1;3;1;1;1; ; ;1;360
3087;44;1;2021;6;1;3;1;2;1; ; ;2;355
3087;52;1;2021;6;1;3;1;1;1; ; ;1;346
3087;53;1;2021;6;1;3;1;2;1; ; ;2;346
3094;5;1;2021;1;1;2;1;2;1; ; ;2;126
3094;11;1;2021;1;1;2;2;1;1; ; ;1;354
3094;13;1;2021;1;1;2;1;1;1; ; ;1;156
3094;17;1;2021;1;1;2;1;1;1; ; ;1;177
3094;21;1;2021;1;1;2;1;2;1; ; ;2;208
3094;22;1;2021;1;1;2;1;2;1; ; ;2;201
3094;33;1;2021;1;1;2;1;2;1; ; ;2;201
3094;34;1;2021;1;1;2;2;4;1; ; ;4;415
3094;37;1;2021;1;1;2;1;1;1; ; ;1;177
3094;41;1;2021;1;1;2;2;1;1; ; ;1;368
3117;22;1;2021;6;1;3;1;1;1; ; ;1;484
3117;24;1;2021;6;1;3;2;3;1; ; ;3;2463
3117;27;1;2021;6;1;3;1;2;1; ; ;2;1232
3117;30;1;2021;6;1;3;1;2;1; ; ;2;734
3117;38;1;2021;6;1;3;2;1;1; ; ;1;1077
3117;49;1;2021;6;1;3;2;1;1; ; ;1;1403
3117;52;1;2021;6;1;3;1;1;1; ; ;1;751
3160;13;1;2021;1;2;2;1;1;1; ; ;1;580
3160;15;1;2021;1;2;2;1;2;1; ; ;2;649
3160;19;1;2021;1;2;2;2;2;1; ; ;2;1314
3160;26;1;2021;1;2;2;2;2;1; ; ;2;1314
3160;41;1;2021;1;2;2;3;1;1; ; ;1;1526
3160;46;1;2021;1;2;2;2;3;1; ; ;3;1254
3160;56;1;2021;1;2;2;4;6;1; ; ;6;2902
3160;68;1;2021;1;2;2;1;1;1; ; ;1;649
3160;84;1;2021;1;2;2;1;1;1; ; ;1;413
3238;5;1;2021;6;2;3;1;2;1; ; ;2;552
3238;9;1;2021;6;2;3;1;1;1; ; ;1;731
3238;19;1;2021;6;2;3;2;3;1; ; ;3;1314
3238;25;1;2021;6;2;3;1;2;1; ; ;2;1262
3238;36;1;2021;6;2;3;2;3;1; ; ;3;1463
3238;37;1;2021;6;2;3;1;1;1; ; ;1;758
3238;38;1;2021;6;2;3;1;1;1; ; ;1;496
3238;39;1;2021;6;2;3;1;2;1; ; ;2;770
3437;2;1;2021;6;2;3;2;2;1; ; ;2;530
3437;4;1;2021;6;2;3;2;3;1; ; ;3;1350
3437;12;1;2021;6;2;3;1;2;1; ; ;2;351
3437;18;1;2021;6;2;3;1;2;1; ; ;2;384
3437;22;1;2021;6;2;3;1;2;1; ; ;2;267
3437;25;1;2021;6;2;3;1;2;1; ; ;2;351
3437;27;1;2021;6;2;3;1;1;1; ; ;1;395
3437;30;1;2021;6;2;3;2;1;1; ; ;1;870
3437;31;1;2021;6;2;3;1;1;1; ; ;1;405
3437;34;1;2021;6;2;3;1;1;1; ; ;1;384
3452;3;1;2021;6;2;3;1;2;1; ; ;2;321
3452;4;1;2021;6;2;3;1;1;1; ; ;1;422
3452;9;1;2021;6;2;3;1;1;1; ; ;1;422
3452;22;1;2021;6;2;3;1;1;1; ; ;1;470
3452;26;1;2021;6;2;3;2;2;1; ; ;2;924
3452;27;1;2021;6;2;3;3;6;4;3;1;3;1267
3452;29;1;2021;6;2;3;1;2;1; ; ;2;475
3452;34;1;2021;6;2;3;2;5;1; ; ;5;940
3452;42;1;2021;6;2;3;1;1;1; ; ;1;487
3452;43;1;2021;6;2;3;1;2;1; ; ;2;321
3594;2;1;2021;6;2;3;1;3;1; ; ;3;536
3594;3;1;2021;6;2;3;1;1;1; ; ;1;329
3594;7;1;2021;6;2;3;1;2;1; ; ;2;327
3594;8;1;2021;6;2;3;1;2;1; ; ;2;329
3594;17;1;2021;6;2;3;1;2;1; ; ;2;487
3594;20;1;2021;6;2;3;1;1;1; ; ;1;398
3594;23;1;2021;6;2;3;1;1;1; ; ;1;536
3594;30;1;2021;6;2;3;1;2;1; ; ;2;507
3594;36;1;2021;6;2;3;1;1;1; ; ;1;329
3594;42;1;2021;6;2;3;1;1;1; ; ;1;507
3623;7;1;2021;1;2;2;1;1;1; ; ;1;307
3623;10;1;2021;1;2;2;1;1;1; ; ;1;329
3623;13;1;2021;1;2;2;1;1;1; ; ;1;262
3623;18;1;2021;1;2;2;1;2;1; ; ;2;263
3623;22;1;2021;1;2;2;2;3;1; ; ;3;546
3623;23;1;2021;1;2;2;1;2;1; ; ;2;273
3623;24;1;2021;1;2;2;1;2;1; ; ;2;307
3623;28;1;2021;1;2;2;2;3;1; ; ;3;657
3623;30;1;2021;1;2;2;1;2;1; ; ;2;263
3623;36;1;2021;1;2;2;1;2;1; ; ;2;263
3723;2;1;2021;6;2;3;2;2;1; ; ;2;1143
3723;8;1;2021;6;2;3;3;1;1; ; ;1;1514
3723;13;1;2021;6;2;3;2;3;1; ; ;3;1038
3723;19;1;2021;6;2;3;1;1;1; ; ;1;571
3723;21;1;2021;6;2;3;1;1;1; ; ;1;699
3723;24;1;2021;6;2;3;1;1;1; ; ;1;348
3723;29;1;2021;6;2;3;1;2;1; ; ;2;541
3723;30;1;2021;6;2;3;1;1;1; ; ;1;350
3723;43;1;2021;6;2;3;1;2;1; ; ;2;528
3723;47;1;2021;6;2;3;1;1;1; ; ;1;699
3840;1;1;2021;1;2;2;1;1;1; ; ;1;251
3840;3;1;2021;1;2;2;1;1;1; ; ;1;209
3840;4;1;2021;1;2;2;1;2;1; ; ;2;251
3840;5;1;2021;1;2;2;1;1;1; ; ;1;225
3840;6;1;2021;1;2;2;1;1;1; ; ;1;160
3840;10;1;2021;1;2;2;2;1;1; ; ;1;455
3840;20;1;2021;1;2;2;1;2;1; ; ;2;225
3840;23;1;2021;1;2;2;2;2;1; ; ;2;503
3840;24;1;2021;1;2;2;1;1;1; ; ;1;201
3840;26;1;2021;1;2;2;1;1;1; ; ;1;225
3879;3;1;2021;6;2;3;1;1;1; ; ;1;271
3879;7;1;2021;6;2;3;3;2;1; ; ;2;1108
3879;17;1;2021;6;2;3;1;2;1; ; ;2;353
3879;19;1;2021;6;2;3;1;1;1; ; ;1;489
3879;26;1;2021;6;2;3;2;3;1; ; ;3;756
3879;27;1;2021;6;2;3;1;1;1; ; ;1;378
3879;29;1;2021;6;2;3;1;1;1; ; ;1;245
3879;30;1;2021;6;2;3;1;1;1; ; ;1;243
3879;36;1;2021;6;2;3;2;3;4;1;1;1;726
3879;38;1;2021;6;2;3;2;4;1; ; ;4;645
3967;3;1;2021;6;2;3;1;1;1; ; ;1;407
3967;6;1;2021;6;2;3;3;1;1; ; ;1;1270
3967;7;1;2021;6;2;3;1;2;1; ; ;2;303
3967;12;1;2021;6;2;3;1;1;1; ; ;1;332
3967;16;1;2021;6;2;3;1;2;1; ; ;2;407
3967;17;1;2021;6;2;3;1;1;1; ; ;1;303
3967;18;1;2021;6;2;3;1;1;1; ; ;1;417
3967;22;1;2021;6;2;3;1;1;1; ; ;1;417
3967;25;1;2021;6;2;3;1;2;1; ; ;2;361
3967;26;1;2021;6;2;3;1;2;1; ; ;2;423
4048;3;1;2021;1;2;2;1;1;1; ; ;1;304
4048;4;1;2021;1;2;2;1;1;1; ; ;1;293
4048;5;1;2021;1;2;2;2;5;1; ; ;5;733
4048;6;1;2021;1;2;2;3;12;1; ; ;12;2692
4048;11;1;2021;1;2;2;1;1;1; ; ;1;367
4048;14;1;2021;1;2;2;1;1;1; ; ;1;332
4048;16;1;2021;1;2;2;2;1;1; ; ;1;656
4048;24;1;2021;1;2;2;2;4;1; ; ;4;634
4048;36;1;2021;1;2;2;1;2;1; ; ;2;208
4048;40;1;2021;1;2;2;1;2;1; ; ;2;328
4076;3;1;2021;6;2;3;2;3;1; ; ;3;1117
4076;6;1;2021;6;2;3;1;1;1; ; ;1;575
4076;11;1;2021;6;2;3;1;2;1; ; ;2;381
4076;13;1;2021;6;2;3;1;1;1; ; ;1;502
4076;27;1;2021;6;2;3;1;2;1; ; ;2;549
4076;28;1;2021;6;2;3;1;1;1; ; ;1;421
4076;30;1;2021;6;2;3;2;6;2;1;1;1;1176
4076;38;1;2021;6;2;3;1;2;1; ; ;2;379
4076;39;1;2021;6;2;3;2;8;2;2;1;2;1098
4076;45;1;2021;6;2;3;2;2;1; ; ;2;1149
4190;1;1;2021;6;2;3;1;1;1; ; ;1;453
4190;7;1;2021;6;2;3;1;2;1; ; ;2;303
4190;16;1;2021;6;2;3;1;2;1; ; ;2;338
4190;19;1;2021;6;2;3;1;2;1; ; ;2;303
4190;21;1;2021;6;2;3;2;2;1; ; ;2;607
4190;23;1;2021;6;2;3;2;3;3;1;1;1;676
4190;24;1;2021;6;2;3;1;2;1; ; ;2;461
4190;26;1;2021;6;2;3;2;2;1; ; ;2;880
4190;34;1;2021;6;2;3;1;2;1; ; ;2;472
4190;37;1;2021;6;2;3;1;1;1; ; ;1;453
4325;1;1;2021;6;2;3;1;2;1; ; ;2;725
4325;6;1;2021;6;2;3;1;2;1; ; ;2;745
4325;13;1;2021;6;2;3;1;1;1; ; ;1;776
4325;16;1;2021;6;2;3;1;1;1; ; ;1;745
4325;21;1;2021;6;2;3;1;2;1; ; ;2;556
4325;22;1;2021;6;2;3;1;1;1; ; ;1;1004
4325;41;1;2021;6;2;3;1;2;1; ; ;2;556
4325;45;1;2021;6;2;3;2;2;1; ; ;2;1517
4416;5;1;2021;1;2;2;1;1;1; ; ;1;274
4416;6;1;2021;1;2;2;1;1;1; ; ;1;249
4416;7;1;2021;1;2;2;2;3;1; ; ;3;507
4416;10;1;2021;1;2;2;2;4;3;2;1;2;411
4416;21;1;2021;1;2;2;1;1;1; ; ;1;718
4416;26;1;2021;1;2;2;1;2;1; ; ;2;266
4416;29;1;2021;1;2;2;1;1;1; ; ;1;262
4416;32;1;2021;1;2;2;1;2;1; ; ;2;274
4416;43;1;2021;1;2;2;1;2;1; ; ;2;262
4416;45;1;2021;1;2;2;1;2;1; ; ;2;262
4457;2;1;2021;6;2;3;1;2;1; ; ;2;278
4457;5;1;2021;6;2;3;1;2;1; ; ;2;431
4457;7;1;2021;6;2;3;3;5;1; ; ;5;2121
4457;13;1;2021;6;2;3;1;1;1; ; ;1;280
4457;17;1;2021;6;2;3;1;1;1; ; ;1;280
4457;22;1;2021;6;2;3;4;6;1; ; ;6;1725
4457;26;1;2021;6;2;3;1;2;1; ; ;2;421
4457;31;1;2021;6;2;3;3;1;1; ; ;1;839
4457;35;1;2021;6;2;3;2;1;1; ; ;1;618
4457;37;1;2021;6;2;3;1;1;1; ; ;1;280
4506;1;1;2021;6;2;3;1;1;1; ; ;1;388
4506;6;1;2021;6;2;3;1;2;1; ; ;2;388
4506;10;1;2021;6;2;3;1;2;1; ; ;2;260
4506;12;1;2021;6;2;3;1;2;1; ; ;2;427
4506;18;1;2021;6;2;3;1;1;1; ; ;1;404
4506;23;1;2021;6;2;3;1;2;1; ; ;2;404
4506;25;1;2021;6;2;3;2;3;1; ; ;3;767
4506;26;1;2021;6;2;3;1;2;1; ; ;2;262
4506;31;1;2021;6;2;3;1;2;1; ; ;2;388
4506;32;1;2021;6;2;3;1;1;1; ; ;1;398
4565;4;1;2021;6;2;3;2;3;1; ; ;3;883
4565;5;1;2021;6;2;3;1;2;1; ; ;2;392
4565;6;1;2021;6;2;3;1;1;1; ; ;1;298
4565;7;1;2021;6;2;3;1;2;1; ; ;2;453
4565;10;1;2021;6;2;3;1;1;1; ; ;1;392
4565;12;1;2021;6;2;3;3;2;1; ; ;2;1177
4565;16;1;2021;6;2;3;1;2;1; ; ;2;330
4565;22;1;2021;6;2;3;2;1;1; ; ;1;906
4565;34;1;2021;6;2;3;1;1;1; ; ;1;453
4565;38;1;2021;6;2;3;1;1;1; ; ;1;298
4711;7;1;2021;6;2;3;1;1;1; ; ;1;268
4711;10;1;2021;6;2;3;1;1;1; ; ;1;359
4711;12;1;2021;6;2;3;2;1;1; ; ;1;537
4711;15;1;2021;6;2;3;2;2;1; ; ;2;749
4711;18;1;2021;6;2;3;1;1;1; ; ;1;369
4711;21;1;2021;6;2;3;1;2;1; ; ;2;369
4711;24;1;2021;6;2;3;1;2;1; ; ;2;243
4711;29;1;2021;6;2;3;1;1;1; ; ;1;293
4711;30;1;2021;6;2;3;1;1;1; ; ;1;349
4711;32;1;2021;6;2;3;1;1;1; ; ;1;369
4881;4;1;2021;6;2;3;1;1;1; ; ;1;657
4881;5;1;2021;6;2;3;2;1;1; ; ;1;999
4881;12;1;2021;6;2;3;1;2;1; ; ;2;740
4881;18;1;2021;6;2;3;1;2;1; ; ;2;657
4881;21;1;2021;6;2;3;1;1;1; ; ;1;500
4881;29;1;2021;6;2;3;1;2;1; ; ;2;552
4881;31;1;2021;6;2;3;1;2;1; ; ;2;496
4891;5;1;2021;6;2;3;1;2;1; ; ;2;648
4891;7;1;2021;6;2;3;1;1;1; ; ;1;794
4891;18;1;2021;6;2;3;1;2;1; ; ;2;705
4891;42;1;2021;6;2;3;1;1;1; ; ;1;814
4891;45;1;2021;6;2;3;1;2;1; ; ;2;785
4891;68;1;2021;6;2;3;1;2;1; ; ;2;826
4891;79;1;2021;6;2;3;1;1;1; ; ;1;705
4891;87;1;2021;6;2;3;1;2;1; ; ;2;592
4891;90;1;2021;6;2;3;2;1;1; ; ;1;1064
4891;103;1;2021;6;2;3;2;1;1; ; ;1;1185
5008;6;1;2021;1;2;2;1;1;1; ; ;1;181
5008;7;1;2021;1;2;2;1;2;1; ; ;2;218
5008;9;1;2021;1;2;2;1;1;1; ; ;1;231
5008;10;1;2021;1;2;2;1;1;1; ; ;1;155
5008;25;1;2021;1;2;2;1;1;1; ; ;1;247
5008;27;1;2021;1;2;2;1;1;1; ; ;1;255
5008;29;1;2021;1;2;2;2;1;1; ; ;1;493
5008;31;1;2021;1;2;2;1;1;1; ; ;1;226
5008;40;1;2021;1;2;2;1;1;1; ; ;1;255
5008;45;1;2021;1;2;2;1;1;1; ; ;1;218
5046;6;1;2021;6;2;3;1;1;1; ; ;1;411
5046;12;1;2021;6;2;3;1;1;1; ; ;1;312
5046;16;1;2021;6;2;3;1;1;1; ; ;1;463
5046;21;1;2021;6;2;3;1;1;1; ; ;1;345
5046;24;1;2021;6;2;3;1;1;1; ; ;1;463
5046;28;1;2021;6;2;3;1;1;1; ; ;1;458
5046;29;1;2021;6;2;3;1;2;1; ; ;2;378
5046;34;1;2021;6;2;3;1;2;1; ; ;2;450
5046;37;1;2021;6;2;3;1;1;1; ; ;1;411
5046;45;1;2021;6;2;3;1;1;1; ; ;1;474
5167;3;1;2021;6;2;3;1;1;1; ; ;1;311
5167;4;1;2021;6;2;3;1;2;1; ; ;2;284
5167;12;1;2021;6;2;3;1;2;1; ; ;2;396
5167;13;1;2021;6;2;3;1;2;1; ; ;2;284
5167;14;1;2021;6;2;3;1;2;1; ; ;2;257
5167;15;1;2021;6;2;3;1;2;1; ; ;2;255
5167;20;1;2021;6;2;3;1;2;1; ; ;2;396
5167;26;1;2021;6;2;3;1;2;1; ; ;2;381
5167;29;1;2021;6;2;3;2;2;1; ; ;2;753
5167;34;1;2021;6;2;3;1;2;1; ; ;2;255
5189;7;1;2021;1;3;2;1;1;1; ; ;1;200
5189;9;1;2021;1;3;2;3;4;1; ; ;4;945
5189;24;1;2021;1;3;2;1;1;1; ; ;1;771
5189;26;1;2021;1;3;2;2;3;1; ; ;3;589
5189;30;1;2021;1;3;2;1;1;1; ; ;1;179
5189;34;1;2021;1;3;2;3;2;1; ; ;2;663
5189;41;1;2021;1;3;2;2;6;1; ; ;6;545
5189;48;1;2021;1;3;2;1;2;1; ; ;2;268
5189;49;1;2021;1;3;2;1;1;1; ; ;1;251
5230;1;1;2021;1;3;2;2;3;1; ; ;3;1195
5230;7;1;2021;1;3;2;3;3;1; ; ;3;1623
5230;10;1;2021;1;3;2;1;1;1; ; ;1;559
5230;43;1;2021;1;3;2;1;1;1; ; ;1;476
5230;47;1;2021;1;3;2;1;1;1; ; ;1;507
5230;48;1;2021;1;3;2;1;1;1; ; ;1;380
5230;50;1;2021;1;3;2;1;1;1; ; ;1;559
5230;54;1;2021;1;3;2;1;2;1; ; ;2;534
5351;2;1;2021;6;3;3;1;1;1; ; ;1;408
5351;3;1;2021;6;3;3;1;1;1; ; ;1;541
5351;7;1;2021;6;3;3;1;1;1; ; ;1;408
5351;11;1;2021;6;3;3;1;1;1; ; ;1;634
5351;14;1;2021;6;3;3;2;2;1; ; ;2;909
5351;19;1;2021;6;3;3;1;2;1; ; ;2;624
5351;22;1;2021;6;3;3;2;1;1; ; ;1;994
5532;6;1;2021;6;3;3;1;1;1; ; ;1;489
5532;8;1;2021;6;3;3;1;2;1; ; ;2;497
5532;13;1;2021;6;3;3;1;2;1; ; ;2;464
5532;17;1;2021;6;3;3;1;2;1; ; ;2;356
5532;18;1;2021;6;3;3;2;1;1; ; ;1;979
5532;19;1;2021;6;3;3;1;2;1; ; ;2;464
5532;26;1;2021;6;3;3;1;2;1; ; ;2;424
5532;29;1;2021;6;3;3;1;1;1; ; ;1;489
5532;32;1;2021;6;3;3;2;2;1; ; ;2;979
5532;39;1;2021;6;3;3;1;2;1; ; ;2;464
5624;2;1;2021;1;3;2;2;2;1; ; ;2;4120
5624;23;1;2021;1;3;2;1;2;1; ; ;2;842
5624;37;1;2021;1;3;2;3;2;1; ; ;2;2259
5624;46;1;2021;1;3;2;1;2;1; ; ;2;762
5624;50;1;2021;1;3;2;1;2;1; ; ;2;590
5624;64;1;2021;1;3;2;2;1;1; ; ;1;1070
5624;67;1;2021;1;3;2;1;1;1; ; ;1;671
5657;3;1;2021;6;3;3;2;6;1; ; ;6;1102
5657;4;1;2021;6;3;3;2;7;1; ; ;7;1047
5657;17;1;2021;6;3;3;2;1;1; ; ;1;709
5657;19;1;2021;6;3;3;1;2;1; ; ;2;551
5657;20;1;2021;6;3;3;1;2;1; ; ;2;543
5657;22;1;2021;6;3;3;1;2;1; ; ;2;470
5657;30;1;2021;6;3;3;2;3;4;2;1;2;790
5762;8;1;2021;6;3;3;1;2;1; ; ;2;961
5762;18;1;2021;6;3;3;1;2;1; ; ;2;986
5762;38;1;2021;6;3;3;1;1;1; ; ;1;649
5762;49;1;2021;6;3;3;2;3;1; ; ;3;1923
5762;53;1;2021;6;3;3;2;2;1; ; ;2;1957
5881;2;1;2021;1;3;2;2;3;1; ; ;3;935
5881;6;1;2021;1;3;2;3;4;1; ; ;4;1297
5881;8;1;2021;1;3;2;1;1;1; ; ;1;318
5881;16;1;2021;1;3;2;2;2;1; ; ;2;701
5881;30;1;2021;1;3;2;1;1;1; ; ;1;399
5881;37;1;2021;1;3;2;1;1;1; ; ;1;400
5881;38;1;2021;1;3;2;2;2;1; ; ;2;864
5881;42;1;2021;1;3;2;1;2;1; ; ;2;400
5881;43;1;2021;1;3;2;2;1;1; ; ;1;636
5881;49;1;2021;1;3;2;1;2;1; ; ;2;425
5928;3;1;2021;6;3;3;1;2;1; ; ;2;629
5928;4;1;2021;6;3;3;2;2;1; ; ;2;1244
5928;5;1;2021;6;3;3;1;1;1; ; ;1;422
5928;6;1;2021;6;3;3;1;2;1; ; ;2;655
5928;19;1;2021;6;3;3;1;1;1; ; ;1;629
